Date,Tweet_ID,Username,Raw Text,Likes,Retweets,is_fire,is_forest,is_urban
Mon Aug 12 22:46:09 +0000 2024,1823128871769608584,Οmiros Τ,Αλλοδαπή η γυναίκα γύρω στα 60 που απανθρακώθηκε στο Πάτημα Χαλανδρίου. Κανένα έλεος! Κανένας σεβασμός δυστυχώς! #ΝΔ_ΣΙΧΑΜΑΤΑ #φωτιά #πυρκαγιά,6,0,,,
Mon Aug 12 22:45:51 +0000 2024,1823128794749693955,Εμβολιασμενος εξτρημ,Δεν ειχει δηλωθει.....ΥΠΟΠΤΟ #φωτιά,4,0,,,
Mon Aug 12 22:45:31 +0000 2024,1823128712142790875,Ελεύθερος Τύπος,Φωτιά στην Αττική: Βρέθηκε απανθρακωμένη σορός γυναίκας στο Χαλάνδρι https://t.co/JXhguknLnd,1,0,,,
Mon Aug 12 22:45:28 +0000 2024,1823128699492786638,karavlahos,@tinger_fairy Το σπίτι του βζιιιιν δεν καίγεται.. Έχει πολύ υγρασία...,3,0,,,
Mon Aug 12 22:45:19 +0000 2024,1823128660762657082,Miley Evil Cat,@chrmat16 Κοιτάζοντας γύρω μου έχω αρχίσει να πιστεύω ότι τα αποτελέσματα είναι πραγματικά. Δεν γνωρίζω αν βρίσκεστε σε περιοχή με φωτιά. Εύχομαι όλα καλά.,0,0,,,
Mon Aug 12 22:45:17 +0000 2024,1823128654559457773,Χοιρονακτικη Εργασια,@ClaireNem12 Θα σου στείλουν μαυροφορεμένες ζωσμένος με εκρηκτικά να τις βαλεις μεσα στη φωτιά η πηθιμια να κατουράνε.Ποιο κράτος της Παλαιστίνης? Αυτό που βίαια έπνιξε στο αίμα η εγκληματική οργάνωση Χαμάς? Άνοιξε κανένα βιβλίο και άσε τα Ciao και τις espresso...,1,0,,,
Mon Aug 12 22:44:48 +0000 2024,1823128530848563487,John Gravanis @gravio,@nikvas_nikolaos @jimmis2310 Γιατί αν είχατε/με ψηφίσει τους 'άλλους' θα έρχονταν τα ελικόπτερα να την σβήσουν την φωτιά στο πιτς φιτίλι...  Πόσα χρόνια θα το ζούμε αυτό με τις φωτιές και θα λέμε παπαριές τέτοιου είδους?,0,0,,,
Mon Aug 12 22:43:43 +0000 2024,1823128260013629741,🏆illiterate🏆,#φωτιά #πυρκαγια   Από αύριο σε επιλεγμένα δισκοπωλεία https://t.co/xBk1xVGCbB,65,2,,,
Mon Aug 12 22:41:51 +0000 2024,1823127789626679456,Πίθηκος Τάπας,@LKleitou Εδώ ο κόσμος καίγεται και το μουνι χτενιζεται.,3,0,,,
Mon Aug 12 22:41:31 +0000 2024,1823127705254076586,ixnilatis,@SinodinosP Όταν καίγεται το σπίτι σου και προσπαθείς να το σώσεις και η έγνοια σου εκείνη την ώρα είναι να βρίσεις τον Μητσοτάκη είσαι ένας λογικός άνθρωπος που αντιλαμβάνεσαι την πραγματικότητα.,0,0,,,
Mon Aug 12 22:41:29 +0000 2024,1823127694730535372,StellaSagapawTakis,@KostasVaxevanis η αδιαφορία και έλλειψη σχεδίου σε όλο της το μεγαλείο. Η φωτιά πέρασε 2 βουνά - μόνο που το γράφω ανατριχιάζω - και έφτασε Χαλάνδρι. ΧΑΛΑΝΔΡΙ !!,0,0,,,
Mon Aug 12 22:41:16 +0000 2024,1823127641496387680,Nestor Grigoropoulos,"@DimitrisSavvid4 @kyranakis Κ. Σαββιδη, δυστυχώς χαθηκε μια ζωή έχετε δίκιο ενημερώθηκα μόλις. Συνέβη την ώρα που σας απαντούσα. Κ. Σαββιδη το 2019 το εξοργιστικό ήταν το θέατρο μπροστά στις κάμερες ενώ γνώριζαν πως υπήρχαν νεκροί,  η έλλειψη συντονισμού που είχε ως αποτέλεσμα 104 χαμένες ψυχές οι αλήστου https://t.co/r9HI7QSEjh",40,8,,,
Mon Aug 12 22:40:39 +0000 2024,1823127487355703425,💻💹Σωτήρης Παπ 💹💻,Το 2024 καίγεται άνθρωπος από πυρκαγιά μέσα στον αστικό ιστό από #φωτια που ξεκίνησε 40 χιλιόμετρα μακριά.  Συλλυπητήρια στους οικείους,234,56,,,
Mon Aug 12 22:40:37 +0000 2024,1823127477952426453,Χαράλαμπος Βλαχούνιν,Ελλάδα 2045. Καίγεται και το τελευταίο δέντρο στη χώρα. Η ΝΔουλα χρωστάει 60δισ δολάρια και τα κουλόσκυλα γράφουν για το Μάτι.,30,5,,,
Mon Aug 12 22:40:22 +0000 2024,1823127413783507423,Christos Raptis ☘️☘️☘️🇬🇷🏆🇨🇾💚,"@ArisPortosalte Με καμία (!) φωτιά δεν κανείς αντιπολίτευση .Ούτε με την φωτιά στο Μάτι ,όπου πέσατε σαν τους γύπες και εκμεταλλευτήκατε τον πόνο 104 οικογενειών !Είστε αυτό που κοροϊδεύετε κ Πορτοσαλτε .Ντρέπομαι που είμαι Έλληνας ..είτε αριστερός είτε δεξιός!",27,2,,,
Mon Aug 12 22:40:21 +0000 2024,1823127408968454186,enikos.gr,Πανοραμικά πλάνα από την φωτιά στην Αττική που «κόβουν» την ανάσα https://t.co/XWdka0kKTQ,5,2,,,
Mon Aug 12 22:40:08 +0000 2024,1823127356082450861,NEKTINA EFTHYMIOU,"Το να  περάσει η φωτιά την Αναπαύσεως είναι ανήκουστο αυτό θα πω εγώ...το 87 δεν θυμαμαι αν πέρασε, νομίζω δεν πέρασε αλλα οι παλιοι Βριλησσιώτες και Χαλανδραίοι θα θυμούνται φαντάζομαι...",0,0,,,
Mon Aug 12 22:39:29 +0000 2024,1823127193582449040,Hopeless Dreamer,"Δεν φεύγει έτσι εύκολα ο #Κικίλιας.  Έχει τόσες και τόσες επιτυχίες να επιδείξει από τις προηγούμενες θητείες του: 30.000+ νεκροί στην πανδημία, ολοκαύτωμα Εύβοιας 2021. Δεν καταλαβαίνω γιατί διαμαρτύρεσαι... #φωτιά #Πυρκαγιά",8,3,,,
Mon Aug 12 22:39:27 +0000 2024,1823127183608393882,NewsIt,Φωτιά στην Άνω Γλυφάδα: Δυο συλλήψεις για εμπρησμό https://t.co/7b90nN8yIn,8,1,,,
Mon Aug 12 22:39:16 +0000 2024,1823127138288971912,Σατανικό Αβοκάντο 🥑,@o_m_gr Τι εννοείς καλε μου με τι να πάει; Έχει σημασία που είναι η φωτιά αν είναι μεγάλη;  Επειδή στην Αθήνα είναι 5 μυρια και στη Θεσσαλονίκη 1 δηλαδή ας καούν στα παπαρια μας; Τι φάση αλήθεια;,1,0,,,
Mon Aug 12 22:39:08 +0000 2024,1823127102733852801,EFSYN,"Πώς μια δασική πυρκαγιά μετατράπηκε σε λίγες ώρες σε οικιστική ● Σκότωσε έναν άνθρωπο, εκατοντάδες ζώα,  κατέστρεψε πάνω από 100.000 στρέμματα και δεκάδες περιουσίες  #φωτια #πυρκαγιά #Αττική #Βριλησσια #Μαραθωνας #Γερακα   https://t.co/cTUjVnwh7o",23,9,,,
Mon Aug 12 22:39:04 +0000 2024,1823127089576300867,Ελεύθερος Κόσμος,Συνελήφθησαν νεαροί που έβαλαν την πυρκαγιά στην Τερψιθέα #φωτια #φωτιά #πυρκαγια #Βαρναβα #Μαραθώνας #GreeceFires #Greece  #wildfires  https://t.co/pOIVFjnhMX https://t.co/1PfLXJKlnQ,8,2,,,
Mon Aug 12 22:38:55 +0000 2024,1823127049944347076,Dr. Pirata,Έχει σβήσει η φωτιά;,1,0,,,
Mon Aug 12 22:38:52 +0000 2024,1823127038611378243,StellaSagapawTakis,@ObserverGr71726 @KostasVaxevanis ΣΚΑΣΕ ΕΣΥ ρε τομαρι . Κάηκε όλη η Πεντέλη από όπου πέρασε η φωτιά - ακόμα δεν έχει σβήσει - και έχεις θράσος να μιλάς.  Μουλοσπορε,0,0,,,
Mon Aug 12 22:38:48 +0000 2024,1823127022039699899,NorMaLe,"Άλλος ένας ηθικός αυτουργός, για την νεκρή γυναίκα που βρέθηκε απανθρακωμένη απ' τη #φωτιά, απ' αυτούς που προέτρεπαν κόσμο να μην υπακούει στις εκκενώσεις. #Βαρνάβας #Βριλήσια #Χαλάνδρι #Μαραθώνας",8,3,,,
Mon Aug 12 22:38:16 +0000 2024,1823126887801160162,ΤΗΛΕΓΡΑΦΗΜΑ NEWS,Δεύτερο καταστροφικό 24ωρο: Έχουν καεί πάνω από 100.000 στρέμματα – Χωρίς ενιαίο μέτωπο η φωτιά αλλά με ενεργές εστίες https://t.co/5y3sgSsgxW,0,0,,,
Mon Aug 12 22:37:40 +0000 2024,1823126736630079527,Ελεύθερος Κόσμος,Εντοπίστηκε απανθρακωμένη σορός γυναίκας στο Πάτημα Βριλησσίων #φωτια #φωτιά #πυρκαγια #Βαρναβα #Μαραθώνας #GreeceFires #Greece  #wildfires  https://t.co/V7HOcQqc5G https://t.co/KJE8xSrmY7,3,1,,,
Mon Aug 12 22:37:04 +0000 2024,1823126584175243679,Shivery penguin,"@St3llaEntelos Έτσι είναι τα σωστά τα σχέδια, τα οργανωμένα. Και θα σας δώσω και αποκλειστική είδηση: το επόμενο αντεθνικό σχέδιο είναι φωτιά να ξεκινήσει από Διδυμότειχο και να κάψει την Κρήτη. Θα το δείτε και δεν θα το πιστεύετε.",0,0,,,
Mon Aug 12 22:36:36 +0000 2024,1823126465757786353,Homme Fatal,@Papanikolo25691 @bpapapanagiotou ήταν μεγάλη η φωτιά στα τέμπη;,1,0,,,
Mon Aug 12 22:36:31 +0000 2024,1823126445612208430,Mamra,@KLymbe13 @ThanosKotsopou1 @MarketElf Έγινες σοφότερος ή βελτιώθηκες σε κάτι που είδες μια φωτιά στη Καλιφορνια κ μια στον Αμαζόνιο. Παρακολουθείς καθημερινα τις πυρκαγιες παγκοσμίως ή σήμερα σ’επιασε η περιέργεια; https://t.co/T5q2z5KGJ7,1,0,,,
Mon Aug 12 22:36:29 +0000 2024,1823126437156581428,Oknews.gr,Γλυφάδα: Συνελήφθησαν δύο νεαροί που έβαλαν τη φωτιά στην Τερψιθέα https://t.co/YikahITrxu #OknewsGr μέσω @OknewsGr,0,0,,,
Mon Aug 12 22:36:07 +0000 2024,1823126343795810665,Makeleio.gr,Νέο 112 για Μαραθώνα – «Φωτιά σε δασική έκταση» https://t.co/4cByQX83To https://t.co/lc9AWvZAXV,1,0,,,
Mon Aug 12 22:36:01 +0000 2024,1823126319443644843,Το₿ουΤουΚου,Άρχοντας των δαχτυλιδιών και βλακειες...  Η απόλυτη τριλογία είναι μία:  Βασίλης Κικιλιας: Η συντροφιά του κοροναϊού. Βασίλης Κικιλιας: Οι δίδυμοι πύργοι του τουρισμού. Βασίλης Κικιλιας: Η καταστροφή της Αττικής. #φωτιά,11,1,,,
Mon Aug 12 22:35:55 +0000 2024,1823126297054265416,ΑΣΤΡΑΠΟΓΑΤΟΣ,@YannisKaramits K στα 2 η ίδια κυβέρνηση . Απλά το γράφω γιατί μερικές φορές το ξεχνάτε.  Έβγαλαν καινούργιο τραγουδάκι Αν σας καεί το σπιτάκι  Δε μας καίγεται καρφακι Δε πανκ όλα να καούν  Μόνο τη μάσα μη χάσουμε στο γιουσουρουμ,3,0,,,
Mon Aug 12 22:35:51 +0000 2024,1823126277622059368,Miss Moneypenny,Κεργιάκος ο Συντονιστής  #Φωτια_τωρα #φωτιατωρα  #φωτια_πεντελη  #φωτιά #Πυρκαγια #Πεντελη #πυρκαγιας #Πυροσβεστες,0,0,,,
Mon Aug 12 22:35:42 +0000 2024,1823126242238857424,sta pa,@elochitis Ο ΠΘ ήρθε και έβαλε φωτιά,0,0,,,
Mon Aug 12 22:35:33 +0000 2024,1823126202636521480,Σατανικό Αβοκάντο 🥑,@o_m_gr Α συγγνώμη δεν το ξερα ότι πάει ανάλογα με τον πληθυσμό η φωτιά.,1,0,,,
Mon Aug 12 22:35:02 +0000 2024,1823126074752106535,Only True,"@KatherineKont Ανάρτηση του Δήμου Γλυφάδας:  Σε εμπρησμό οφείλεται η πυρκαγιά που εκδηλώθηκε λίγο πριν από τις 8 το βράδυ σε δύσβατη περιοχή, πίσω από το γήπεδο ποδοσφαίρου της Τερψιθέας. Δύο νεαροί εθεάθησαν «επί το έργον», κυνηγήθηκαν από κατοίκους, αναγνωρίστηκαν και συνελήφθησαν...",2,0,,,
Mon Aug 12 22:34:53 +0000 2024,1823126033425465587,Chrisafina,#φωτιά #πυρκαγιά  #Χάθηκε στη Νέα  Πεντέλη. https://t.co/77me6Lo0LB,64,219,,,
Mon Aug 12 22:34:40 +0000 2024,1823125982464938342,"Constant Seeker  Rebooted, Updated, Enhanced",Αντί λοιπόν να αλληλοκατηγορείστε κρατήστε αυτόν τον παράγοντα για τη συνέχεια. Και δεν εννοώ μόνο για όταν επιτέλους θα έχει κατασβεστεί η πυρκαγιά…,0,1,,,
Mon Aug 12 22:34:40 +0000 2024,1823125979868393974,"Constant Seeker  Rebooted, Updated, Enhanced",Μόνο κομματόσκυλα είναι ευχαριστημένα ή δυσαρεστημένα σήμερα. Ο άνθρωπος που ψήφισε Μητσοτάκη απλά γιατί του φάνηκε προτιμότερος από άλλους και κινδύνευσε η ζωή του ή είδε το σπίτι του να καίγεται είναι ΑΚΟΜΑ πιο εξοργισμένος από άλλους που ψήφισαν οτιδήποτε  άλλο.,4,3,,,
Mon Aug 12 22:34:40 +0000 2024,1823125978677178851,Δεν ήξερες... δε ρωταγες;,@mdenaxa Αυτό που ο κόσμος καίγεται και εσείς ασχολείστε με το 41%χρήζει ψυχιατρικης βοήθειας!!,0,0,,,
Mon Aug 12 22:34:05 +0000 2024,1823125833285784011,Giorgio,"Κάτι άσχετο, όσοι αναφέρουν τον Συνολάκη τι νομίζουν ότι κάνουν; Είναι τόσο ηλίθιοι ή το παίζουν; Δεν είχε ισχυριστεί ότι θα σβηστούν οι πυρκαγιές, είχε ισχυριστεί ότι μπορούσε να γίνει σε σύντομο χρονικό διάστημα εκκένωση στο Μάτι ώστε να αποφευχθούν οι νεκροί (Τουλ όχι όλοι).",5,0,,,
Mon Aug 12 22:33:54 +0000 2024,1823125788108943731,Ppio klark,Το σπιτι καίγεται και ενα καρο πυροσβεστες κάθονται και το κοιτάνε. Γτ? #φωτιά,3,0,,,
Mon Aug 12 22:33:51 +0000 2024,1823125775845142624,X-apinhs,Στο σημειο 1 ξεκινησε χθες η πυρκαγια. Στο σημειο 2 απανθρακωθηκε γυναικα σημερα. Στο μεταξυ η πυρκαγια εκαιγε ανεξελεγκτη... Ο μηχανισμος ηταν σε ΠΛΗΡΗ ετοιμοτητα. ΝΤΡΟΠΗ ΣΑΣ  #φωτια  #πυρκαγιά #Αττική https://t.co/xUChAzpLbJ,34,7,,,
Mon Aug 12 22:33:12 +0000 2024,1823125611096756339,Only True,"@Harhalas @KatherineKont Ανάρτηση του Δήμου Γλυφάδας:  Σε εμπρησμό οφείλεται η πυρκαγιά που εκδηλώθηκε λίγο πριν από τις 8 το βράδυ σε δύσβατη περιοχή, πίσω από το γήπεδο ποδοσφαίρου της Τερψιθέας. Δύο νεαροί εθεάθησαν «επί το έργον», κυνηγήθηκαν από κατοίκους, αναγνωρίστηκαν και συνελήφθησαν..",1,0,,,
Mon Aug 12 22:32:57 +0000 2024,1823125547620131143,john 🪡 ntin,@BlackMa1234 Την ζωη που κάνω εγώ ούτε στο υπνο σου δεν μπορείς να φτάσεις σκουπίδι που θα μιλήσεις για μένα.  Πάνε σβήσε κσμμια φωτιά με τα Τουρκακια και μην σκύβεις πολύ μην σε σχισουν black mamba 🤣,3,0,,,
Mon Aug 12 22:32:34 +0000 2024,1823125454154510719,Dr. Dennis Kassavetis 🏴‍☠️🇪🇺,Στα Βριλήσσια.   Λες και είμαστε στην μεγάλη πυρκαγιά του Λονδίνου το 1600.,3,0,,,
Mon Aug 12 22:32:24 +0000 2024,1823125412131536978,AL Pacino 🕷️,Θανατική ποινή στους εμπρηστές   ΤΕΛΟΣ   #Πυρκαγια #φωτια,11,0,,,
Mon Aug 12 22:32:24 +0000 2024,1823125408528662861,red_lion_7,Τα κομματόσκυλα καπηλευουν  το μάτι κάθε φορα που έχουμε φωτιές. Αυτοί ψηφίζουν ότι και να γίνει αρκεί το βόλεμα στο δημόσιο να είναι όπως το θέλουν. #πυρκαγια,0,0,,,
Mon Aug 12 22:32:02 +0000 2024,1823125319479427465,JohnA13th,@1821_Hellas @3ellas Ότι έπρεπε να πάει αυτός να βάλει τα κανόνια ενώ δεν υπήρχε ακόμα φωτιά εκεί και δεν έπρεπε να πάει η αστυνομία ή η πυροσβεστική ας πούμε; Έπρεπε να πάει ο Αντώνης;  #φωτια #φωτια_πεντελη,0,0,,,
Mon Aug 12 22:32:00 +0000 2024,1823125309509767329,Queenara🌊🇬🇷,4 μπάτσοι για ένα σκύλο (να είναι καλά το μικρακι) αλλά κανένας στο κτίριο που ξέμεινε η γυναίκα οπως διαβάζω και κάηκε ζωντανή.. Και του χρόνου! Ρε τι ζούμε ρε?!!! #φωτια,2,0,,,
Mon Aug 12 22:31:34 +0000 2024,1823125201241944483,Erich Honecker,"@SinodinosP Όταν καίγεται το σπίτι ρε στοκε χλεχλε θα βρίσεις αυτόν που στο άφησε να καεί. Πάνε οι περιουσίες, πάνε οι κόποι τον ανθρώπων αλλά βέβαια να μη σου βρίσουν τον αφεντικό. Υποτακτικοί μια ζωή.",0,0,,,
Mon Aug 12 22:31:27 +0000 2024,1823125171672318407,Only True,"@KatherineKont Ανάρτηση του Δήμου Γλυφάδας:  Σε εμπρησμό οφείλεται η πυρκαγιά που εκδηλώθηκε λίγο πριν από τις 8 το βράδυ σε δύσβατη περιοχή, πίσω από το γήπεδο ποδοσφαίρου της Τερψιθέας. Δύο νεαροί εθεάθησαν «επί το έργον», κυνηγήθηκαν από κατοίκους, αναγνωρίστηκαν και συνελήφθησαν..",1,0,,,
Mon Aug 12 22:30:54 +0000 2024,1823125034493251720,naipoioseinai☘️,"Τερη μάζεψε τον, θα την κάψει τη χώρα   #Κικιλιας #Μητσοτακης #φωτια #φωτια_πεντελη #Φωτια_τωρα https://t.co/30u2FqdWI5",9,2,,,
Mon Aug 12 22:30:53 +0000 2024,1823125027606393244,Koulara,"Με  κυβερνηση Μητσοτακη οι νεκροι απο πυρκαγιες και πλημμυρες περνανε στα ψιλα ,ουτε για φτυσιμο δεν τους εχουν  ο Κουλης και οι μαφιοζοι καναλοχορηγοι  του  #φωτια #πυρκαγια #συμμορια_Μητσοτακη",7,0,,,
Mon Aug 12 22:30:25 +0000 2024,1823124912439009724,Armyvoice.gr,Φωτιά στη Θεσσαλονίκη στο πρώην στρατόπεδο Καρατάσιου https://t.co/bF4j5XW5xT,0,0,,,
Mon Aug 12 22:30:14 +0000 2024,1823124865597243761,Zoro,"Βάλτε τίτλο... Εγώ προτείνω τα:  ""Οι αποτυχημένοι "" ή το "" Δύο Νέρωνες"" #φωτια #πυρκαγια #πυρκαγιας #Φωτια_τωρα #Πεντελη #Αττικης https://t.co/ckAL2AJheI",93,20,,,
Mon Aug 12 22:30:11 +0000 2024,1823124851084939490,Σατανικό Αβοκάντο 🥑,@ClaireNem12 Τα ίδια με πέρσι τέτοιο καιρό με τη φωτιά στην Αλεξανδρούπολη! Κατακάηκαν τα πάντα και δεν ακούστηκε το παραμικρό στα κανάλια!  Ξεφτίλα ξεφτίλα αλήθεια,3,0,,,
Mon Aug 12 22:30:00 +0000 2024,1823124806016856290,ELgr,Τεράστιες φλόγες καίνε τον Γέρακα!Συγκλονίζουν πολίτες και ιερέας που προσπαθούν να σβήσουν τη φωτιά(vid) https://t.co/CF8hdSamcx,2,0,,,
Mon Aug 12 22:30:00 +0000 2024,1823124805983281547,TV Χωρίς Σύνορα,Φωτιά στην Αττική / Εντοπίστηκε απανθρακωμένο πτώμα στο Πάτημα Βριλησσίων https://t.co/nD2zMu04ua,0,0,,,
Mon Aug 12 22:29:54 +0000 2024,1823124782621286419,Veni_Vidi_Vici._,"Συγγνώμη αλλά θεωρείτε ότι είναι ανίκανη η #κυβερνηση_Μητσοτακη ???? Όχι βέβαια.....το να προσποιούνται ότι είναι ανίκανοι να αντιμετωπίσουν καταστάσεις , πχ #πυρκαγιές , #φωτια  , λαθρομεταναστευτικο κλπ είναι ένας τρόπος ΕΠΙΒΟΛΗΣ ΤΗς ΑΤΖΕΝΤΑΣ ΤΟΥΣ  ΞΥΠΝΉΣΤΕ!!!! #Βριλήσσια",98,21,,,
Mon Aug 12 22:29:51 +0000 2024,1823124766808801355,Fsst_boing,"@BygmesterS Ψάξε ρε μαλάκα να δεις ποιος είναι ο Ζερεφός και μετά μίλα.  Ο άνθρωπος πριν 50 χρόνια ήταν από τους πρώτους που μίλησαν για τρύπα όζοντος. Συντάκτης της Σύμβασης Μόντρεαλ. Χέστηκε για τους πατοζαιους, είναι έτη φωτός μπροστά τους στα 80φευγα του.  Ναυάγιο.  #συριζα_τσιρκο #φωτια",5,1,,,
Mon Aug 12 22:29:50 +0000 2024,1823124763327320510,Uther of the Abyss 💀,αχόρταγη είναι η νύχτα για έρωτα  κι ο ευκολόπιστος αστέρας  πέφτει και καιγεται στην αγκαλιά της...,4,2,,,
Mon Aug 12 22:29:26 +0000 2024,1823124663582556197,enikos.gr,Ηλεία: Φωτιά στην Μανωλάδα – ΦΩΤΟ https://t.co/kqU9GUznX4,0,0,,,
Mon Aug 12 22:29:22 +0000 2024,1823124645421142226,Penny Rage,#Βρεθηκε μετά τις #φωτιες Είναι το ΑΤ #Πεντελης  Τον αναγνωρίζει κανείς; #βρεθηκε_πεντελη  #ζωα #ζωασεαναγκη #ζωα_φωτια #φωτια #πυρκαγια #διασωση #εθελοντες #ζωα #Πεντελη https://t.co/S5c9ppiL0f,5,13,,,
Mon Aug 12 22:29:13 +0000 2024,1823124608016613741,Dimitris Garefalakis,Να τους πει ποιος και τι σε αυτούς τους ανθρώπους?  #φωτιατωρα #φωτια #πυρκαγιά #πυρκαγιας #Πεντελη https://t.co/DtIYc480Km,11,1,,,
Mon Aug 12 22:29:01 +0000 2024,1823124557579837929,AL Pacino 🕷️,"Για να καταλάβετε τι είναι ο Έλληνας   Όλη του ζωή μπορεί να τρώγεται με τον γείτονα , να τον βριζει , να μη τον γουστάρει αλλά όταν θα κινδυνέψει πραγματικά θα τρέξει να τον βοηθήσει ( και το ανάποδο )   Στα δύσκολα ενωνόμαστε και ξεπερνάμε χρώματα ιδεολογίες και όλα   #φωτια",7,1,,,
Mon Aug 12 22:28:48 +0000 2024,1823124502529597558,SpirosBTC,"@SinodinosP Καλά όταν σου πάει εσένα μη βρίσεις κανένα , πήγαινε πες τους παιδια όλα καλά ναναι καλά το κράτος.  Μάλλον εσυ είσαι ο άρρωστος ,γιατί  αποκαλείς άρρωστο έναν που του καίγεται το σπίτι κ έβρισε μια κομματική παράταξη. Btw είμαι κ ΝΔ",0,0,,,
Mon Aug 12 22:28:40 +0000 2024,1823124469944295878,Η ΣΥ.Π.ΣΥ.παράγει ζαιοσκώληκες🇨🇾🇺🇦🇫🇷🇮🇱🇬🇷,Πέτα κανά χαρταετό ρε σκατομaλάka και άσε την πυρόσβεση στους ειδικούς... Σκaτομαλάκa!!!! #φωτια #Φωτια_τωρα #πυρκαγιά https://t.co/wiy39wIKUw,4,0,,,
Mon Aug 12 22:28:30 +0000 2024,1823124430085923287,Oknews.gr,Φωτιά στην Αττική: Βρέθηκε απανθρακωμένη γυναίκα σε επιχείρηση στο Πάτημα Χαλανδρίου -Σε επιφυλακή οι δυνάμεις πυρόσβεσης για τις διάσπαρτες εστίες και τις συνεχείς αναζωπυρώσεις – Συνεχής ενημέρωση https://t.co/o47X71lGHh,0,0,,,
Mon Aug 12 22:28:28 +0000 2024,1823124418882945344,Fischerholic,"@ArisPortosalte Μακάρι η φωτιά στο σπίτι σου, για 20€ πουλάς την μάνα σου και τα παιδιά σου ανθρωπάκο.",28,0,,,
Mon Aug 12 22:28:20 +0000 2024,1823124385193996540,gmot X,@MarketElf Καίγεται όλη η Αγγλία φίλε φιλελέρα;,0,0,,,
Mon Aug 12 22:27:54 +0000 2024,1823124275898806630,Znews_gr,Βρέθηκε σορός πιθανόν γυναίκας σε επιχείρηση με πλακάκια  #φωτια #Βριλησσια #Αττικη #πυρκαγιά  https://t.co/CdU1MwlueE https://t.co/bDAaW6wZGU,5,1,,,
Mon Aug 12 22:27:47 +0000 2024,1823124246794846459,Εντ Ελι,"Φωτιά τον έφερε, φωτιές θα τον διώξουν #Μητσοτακης  #φωτια",10,1,,,
Mon Aug 12 22:27:44 +0000 2024,1823124237323751524,NorMaLe,Ο ηθικός αυτουργός για τον θάνατο αυτής της γυναίκας. #φωτιά #Χαλάνδρι #Βριλήσσια #Βαρνάβας #Πυρκαγιά #Πεντέλη https://t.co/zRzVEQMWsk,43,13,,,
Mon Aug 12 22:27:26 +0000 2024,1823124162426134643,TheTOC,Δήμαρχος Βριλησσίων: Η φωτιά έχει περικυκλώσει τα Βριλήσσια από τρεις πλευρές - Πολύ άσχημη η κατάσταση https://t.co/l8xlATIDYZ https://t.co/PurDpW68Ds,0,0,,,
Mon Aug 12 22:27:23 +0000 2024,1823124146626204133,TSIKO,"@aggelos210 Βέβαια οι επαγγελματίες εμπρηστες και οι ""άπιαστοι"" δεν πάνε να βάλουν φωτιά! Αυτά τα κάνουν μόνο κάποιοι ανόητοι μοναχικοί πειραγμενοι.  Τη φωτιά τη βάζουν με τέτοιο τρόπο ώστε οι ίδιοι να είναι πολλά χιλιόμετρα μακριά και ασφαλείς.",0,0,,,
Mon Aug 12 22:26:42 +0000 2024,1823123976257978623,Christine Nk,Γιατί καίγεται πάλι η Πεντέλη: Η αναδάσωση - «άρπα κόλα» και το πόρισμα των Γάλλων το 2018 https://t.co/ICSh4sxfid,0,0,,,
Mon Aug 12 22:26:29 +0000 2024,1823123919852777700,adarouk,Η φωτιά στον Ορβηλο παίζει να πλησιάζει Άρτα,0,0,,,
Mon Aug 12 22:26:28 +0000 2024,1823123915532611832,Roula,Κάθε χρόνο τα ίδια και εδώ μέσα τσακώνεστε για το ποιος την είχε πιο μεγάλη …τη φωτιά ή την στρατηγική πυρόσβεσης …..την ίδια ώρα οι άλλοι καίγονται.,1,0,,,
Mon Aug 12 22:26:07 +0000 2024,1823123830308753584,El Dietnista 🇮🇷🇰🇵🇲🇰🇹🇷🇻🇳🇵🇸🇷🇺,Αριστερά βουνά μιας υπανάπτυκτης χώρας (Ιαπωνία) καταπράσινα και χωρίς #ανεμογεννήτριες. Δεξιά βουνά μιας χώρας όλο ανάπτυξη (Κουλιστάν) καμμένα &amp; τίγκα στις #ανεμογεννητριες. #πυρκαγιά #φωτια #φωτια_πεντελη #ΝΔ_εγκληματικη_εργανωση #Μητσοτακης #Φωτια_τωρα #ΝΔ_ΑΛΗΤΕΣ https://t.co/Y4HjrspGPG,11,4,,,
Mon Aug 12 22:26:02 +0000 2024,1823123808745566314,Εντ Ελι,"@VforVolemenos @Kikod27 Άντε ρε νούμερα που χοροπηδούσατε στα φέρετρα. Τυμβωρύχοι. Για μια φωτιά που τελειωσε σε 1,5 ώρα",0,0,,,
Mon Aug 12 22:26:00 +0000 2024,1823123801678205212,Yannis,"@Axl_W_Rose ""Αφήστε τα κατατρεγμένα αθώα παιδιά ελεύθερα και δείξτε κατανόηση και αλληλεγγύη αν τυχών ξεκίνησε η φωτιά από δικές τους ατυχείς ενέργειες βρε φασίστες πατριώτες ελληναράδες"" Κάτι τέτοια θα λένε οι καμμένοι εγκέφαλοι ως απάντηση.Και είναι πολλοί μάλιστα και υψηλόβαθμοι. Πρόβλημα",3,0,,,
